@RELATION WekaTry3

@ATTRIBUTE attribute_0 {Desert Marathon,Jerusalem Marathon,Tel Aviv Marathon,Tiberias Winner Marathon,﻿Marathon Name}
@ATTRIBUTE attribute_1 {"המרתון המדברי,"מרוץ הספארי רמת גן ע""ש דוד מלמדוביץ'","מרוץ הערבה ע""ש יוני פרידמן","מרוץ ראשון לציון,Desert Marathon 2017,International Tiberias Winner Marathon 2018,RaceOne,חצי מרתון גליל מערבי,חצי מרתון השרון 2016,חצי מרתון השרון 2017,חצי מרתון חיפה ה-19,חצי מרתון עמק המעיינות,מסכמת תל אביב,מרוץ אייל 2016,מרוץ אייל 2017,מרוץ אלישע דגניה ב' 2017,מרוץ הגליל העליון ה-2,מרוץ הגליל העליון ה-3,מרוץ הלילה של תל-אביב,מרוץ הלילה של תל-אביב 2017,מרוץ התחתונים ה-6,מרוץ חבר,מרוץ חיפה 2017,מרוץ כוכב יאיר צור יגאל 2016,מרוץ כפר סבא,מרוץ כפר-סבא 2017,מרוץ להבים,מרוץ מעגן מיכאל,מרוץ נהריה 2016,מרוץ נס ציונה,מרוץ ספארי רמת-גן,מרוץ ראשון לציון 2017,מרוץ שליחים כרמל טרייל יום III,מרתון Winner טבריה 2017,מרתון סמסונג תל-אביב 2016,מרתון סמסונג תל-אביב 2017,מרתון סמסונג תל-אביב 2018}
@ATTRIBUTE attribute_2 {RaceOneKM,אילת 2016",אליפות הארץ ל 15 ק""מ",5000,10000,15000,21097,42195}
@ATTRIBUTE attribute_3 REAL
@ATTRIBUTE attribute_4 REAL
@ATTRIBUTE attribute_5 {-98,-49,-21,"המרתון המדברי,"מרוץ הספארי רמת גן ע""ש דוד מלמדוביץ'","מרוץ הערבה ע""ש יוני פרידמן","מרוץ ראשון לציון,"מרתון התנ""ך 2017",Desert Marathon 2017,International Tiberias Winner Marathon 2018,RaceTwo,בשביל הבנים הדרוזים,חצי מרתון אשכול גליל מערבי,חצי מרתון גליל מערבי,חצי מרתון השרון 2016,חצי מרתון השרון 2017,חצי מרתון חיפה ה-19,חצי מרתון עמק המעיינות,מסכמת תל אביב,מרוץ אייל 2016,מרוץ אייל 2017,מרוץ אשדוד אליפות ישראל,מרוץ בית יצחק,מרוץ גיא,מרוץ דגניה ב,מרוץ הלילה של נהריה 2017,מרוץ הלילה של תל-אביב,מרוץ הלילה של תל-אביב 2017,מרוץ התחתונים ה-6,מרוץ חבר,מרוץ חיפה 2017,מרוץ כוכב יאיר צור יגאל 2016,מרוץ נהריה 2016,מרוץ נס ציונה,מרוץ ספארי רמת-גן,מרוץ ראשון לציון 2017,מרתון Winner טבריה 2017,מרתון טבריה Winner 2016,מרתון סמסונג תל-אביב 2016,מרתון סמסונג תל-אביב 2017,מרתון סמסונג תל-אביב 2018,ספורטיאדה ריצה ואופניים יום I,שביל הבנים הדרוזים 2017}
@ATTRIBUTE attribute_6 {RaceTwoKM,אילת 2016",אליפות הארץ ל 15 ק""מ",בשביל הבנים הדרוזים,מרוץ אייל 2016,מרוץ גיא,מרוץ הלילה של תל-אביב,מרוץ כוכב יאיר צור יגאל 2016,מרתון טבריה Winner 2016,5000,10000,15000,21097,42195}
@ATTRIBUTE attribute_7 REAL
@ATTRIBUTE attribute_8 REAL
@ATTRIBUTE attribute_9 REAL
@ATTRIBUTE attribute_10 REAL
@ATTRIBUTE attribute_11 {-0.215669179,-0.174586461,-0.082839791,-0.071312378,-0.02049143,-0.004769332,6.25E-05,0.010449148,0.014489943,0.030416983,0.033153012,0.034807161,0.039829206,0.041157229,0.046475263,0.046554953,0.048813074,0.049594136,0.063925742,0.07320708,0.083788938,0.087728666,0.089009278,0.092999982,0.097684071,0.106577038,0.112547782,0.124013958,0.133135206,0.134501548,0.143946516,0.155706161,0.160721089,0.165110336,0.168380915,0.172193511,0.172271523,0.183198071,0.190877815,0.195560987,0.208016315,0.218905121,0.224393941,0.243287052,0.254375723,0.26100101,0.265141594,0.290113693,0.296547784,0.335186489,0.351423989,Failure,Improvement,Same,Seccess}

@DATA
Tel Aviv Marathon,International Tiberias Winner Marathon 2018,42195,0.529436982,-47,מרוץ הלילה של תל-אביב 2017,10000,0.265302291,-68,15645,0.126791778,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.487310345,-49,מרוץ הלילה של תל-אביב,10000,0.203837386,-51,15298,0.153305145,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.379434642,-14,Desert Marathon 2017,21097,0.125235301,-98,14233,0.136396089,Same
Jerusalem Marathon,חצי מרתון עמק המעיינות,21097,0.268183385,-98,מרוץ אייל 2017,15000,0.357809695,-20,15841,0.184500754,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.464552453,-35,"המרתון המדברי, אילת 2016",21097,0.3205907,-14,17186,0.224393941,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.591959799,-21,מרתון Winner טבריה 2017,42195,0.587448276,-49,19608,0.131350266,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.673875925,-14,Desert Marathon 2017,21097,0.366958255,-98,18331,0.145505529,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.381362748,-84,מרוץ אייל 2017,15000,0.390305206,-20,14947,0.08775872,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.356084109,-84,מרוץ אייל 2017,15000,0.343985637,-20,17065,0.277002727,Failure
Tel Aviv Marathon,מרוץ הלילה של תל-אביב,10000,0.260638298,-100,מרוץ אייל 2016,15000,0.330741541,-4,17053,0.338867483,Failure
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.545673906,-84,מרוץ אייל 2017,15000,0.437163375,-20,17264,0.150036116,Same
Jerusalem Marathon,מרוץ כפר-סבא 2017,10000,0.410018993,-6,מרתון סמסונג תל-אביב 2017,42195,0.545187476,-15,19396,0.229986476,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.495116626,-84,מרוץ אייל 2016,15000,0.44262059,-20,18411,0.270675265,Failure
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.907769617,-21,מרתון Winner טבריה 2017,42195,0.890551724,-49,21459,-0.060545237,Seccess
Tel Aviv Marathon,חצי מרתון השרון 2017,21097,0.443770022,-91,מרוץ חיפה 2017,21097,0.660157153,-21,19714,0.266988814,Failure
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.39365736,-35,מרוץ הלילה של תל-אביב,10000,0.299582067,-16,17986,0.325518218,Failure
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.411926922,-84,מרוץ אייל 2017,15000,0.634829443,-20,16089,0.032950152,Same
Tel Aviv Marathon,Desert Marathon 2017,42195,0.667049557,-98,מרוץ אייל 2017,15000,0.283842011,-6,13785,-0.086037684,Seccess
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,21097,0.357008792,-21,חצי מרתון עמק המעיינות,21097,0.33517178,-84,19638,0.376869384,Failure
Tel Aviv Marathon,International Tiberias Winner Marathon 2018,42195,0.488353815,-47,מרוץ הלילה של תל-אביב 2017,10000,0.230942546,-68,15019,0.119160774,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.543729843,-14,חצי מרתון עמק המעיינות,21097,0.372515225,-84,17042,0.120611233,Same
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.473967684,-104,מרוץ הלילה של תל-אביב 2017,10000,0.28895982,-11,15664,0.144074175,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.348040905,-84,מרוץ הלילה של תל-אביב,10000,0.233852584,-16,15949,0.258260832,Failure
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.490664273,-104,מרוץ הלילה של תל-אביב 2017,10000,0.315245963,-11,14843,0.063102985,Same
Tel Aviv Marathon,חצי מרתון השרון 2016,21097,0.532202744,-77,חצי מרתון עמק המעיינות,21097,0.474663909,-7,16886,0.118213369,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.355854303,-84,מרוץ הלילה של תל-אביב,10000,0.364361702,-16,15024,0.117588171,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.477766287,-84,"המרתון המדברי, אילת 2016",10000,0.40964136,-14,17275,0.208016315,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.332413793,-49,חצי מרתון עמק המעיינות,21097,0.220498679,-35,12360,-0.004712904,Seccess
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.281586207,-49,חצי מרתון עמק המעיינות,21097,0.156612662,-35,11571,-0.008353397,Seccess
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.140630075,-21,חצי מרתון עמק המעיינות,21097,0.105595772,-63,10462,0.001896741,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.146271401,-35,מרוץ אייל 2016,15000,0.121958243,-20,11453,0.087471385,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.208795189,-14,חצי מרתון עמק המעיינות,21097,0.156727565,-84,12409,0.08259306,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.146731012,-84,מרוץ חיפה 2017,21097,0.143055235,-28,10642,0.016810854,Same
Tiberias Winner Marathon,מרוץ אייל 2017,15000,0.210412926,-57,"מרוץ הספארי רמת גן ע""ש דוד מלמדוביץ'",10000,0.206532834,-8,12744,0.107974676,Same
Tel Aviv Marathon,מרוץ חיפה 2017,21097,0.194823203,-112,מרוץ הלילה של תל-אביב 2017,10000,0.133308299,-3,13740,0.222082188,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.17155004,-35,מרוץ אייל 2016,15000,0.148884089,-20,11540,0.067369142,Same
Tel Aviv Marathon,חצי מרתון השרון 2016,5000,0.010788382,-77,מרוץ הלילה של תל-אביב,10000,0.291413374,-23,12417,0.125049103,Same
Desert Marathon,מרוץ אייל 2017,15000,0.097666068,-6,מרוץ חיפה 2017,10000,0.040143672,-8,10683,-0.027880912,Seccess
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.196024359,-35,בשביל הבנים הדרוזים,10000,0.144072828,-70,11601,0.06174451,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.400202854,-14,International Tiberias Winner Marathon 2018,42195,0.414332666,-47,15841,0.090229534,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.37886549,-14,International Tiberias Winner Marathon 2018,21097,0.2186251,-47,13469,0.038308276,Same
Tel Aviv Marathon,חצי מרתון השרון 2016,21097,0.216463415,-77,מרוץ הלילה של תל-אביב,10000,0.159574468,-23,13623,0.181366447,Same
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.257713543,-21,מרתון Winner טבריה 2017,10000,0.182874061,-28,12567,0.067452622,Same
Tel Aviv Marathon,מרוץ הלילה של תל-אביב 2017,10000,0.144761547,-115,מרוץ גיא,10000,0.106615475,-3,12698,0.184968592,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.434557402,-21,מרתון Winner טבריה 2017,42195,0.427103448,-49,16216,0.074790407,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.415539235,-21,מרוץ ראשון לציון 2017,15000,0.188210458,-21,17457,0.282564658,Failure
Tiberias Winner Marathon,מרוץ התחתונים ה-6,10000,0.139527752,-7,מרוץ אייל 2016,15000,0.171058315,-48,11753,0.086982828,Same
Tiberias Winner Marathon,מרוץ התחתונים ה-6,10000,0.12266176,-7,מרוץ אייל 2016,15000,0.159683225,-48,11520,0.085034404,Same
Tiberias Winner Marathon,חצי מרתון חיפה ה-19,21097,0.296565205,-63,מרוץ נהריה 2016,10000,0.316446664,-14,13862,0.081218203,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.307531778,-14,International Tiberias Winner Marathon 2018,21097,0.189148681,-47,12732,0.038862152,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.282431346,-84,מרוץ הלילה של תל-אביב,10000,0.174772036,-16,13638,0.141943342,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.213949213,-35,מרוץ אייל 2016,15000,0.185889129,-20,12903,0.121667036,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.25772722,-35,מרוץ אייל 2016,15000,0.234557235,-20,13416,0.110823289,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.174422613,-35,מרוץ אייל 2016,15000,0.172642189,-20,11680,0.063708979,Same
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.244165171,-104,מרוץ חיפה 2017,21097,0.216200601,-8,12477,0.064463206,Same
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.183842011,-104,מרוץ חיפה 2017,21097,0.159348278,-8,11106,0.023724713,Same
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.205423839,-21,מרוץ הלילה של תל-אביב,10000,0.121960486,-79,14120,0.24411611,Same
Jerusalem Marathon,מרתון Winner טבריה 2017,42195,0.344068966,-70,חצי מרתון עמק המעיינות,21097,0.242904745,-35,14259,0.08784055,Same
Tel Aviv Marathon,מרוץ הלילה של תל-אביב,10000,0.111132219,-100,מרוץ אייל 2016,15000,0.228941685,-4,13481,0.18837047,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.28932552,-84,מרוץ אייל 2016,15000,0.259179266,-20,14116,0.133246641,Same
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.272710952,-104,מרוץ הלילה של תל-אביב 2017,10000,0.19677056,-11,15166,0.254718058,Failure
Tel Aviv Marathon,חצי מרתון השרון 2016,10000,0.338827055,-77,מרוץ אייל 2016,15000,0.398560115,-27,15877,0.174947698,Same
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.66929982,-104,מרוץ הלילה של תל-אביב 2017,10000,0.584491175,-11,16451,-0.044340981,Seccess
Tel Aviv Marathon,מרוץ אייל 2017,5000,0.386567747,-104,מרוץ הלילה של תל-אביב 2017,10000,0.37908374,-11,14439,0.05396336,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.308859014,-84,"המרתון המדברי, אילת 2016",10000,0.185142059,-14,15416,0.26100101,Failure
Desert Marathon,מרוץ אייל 2017,15000,0.319030521,-6,מרוץ חיפה 2017,10000,0.179378829,-8,14983,0.49743136,Failure
Tel Aviv Marathon,חצי מרתון השרון 2017,21097,0.251896813,-91,מרוץ אייל 2017,15000,0.344344704,-13,13863,0.096938287,Same
Jerusalem Marathon,חצי מרתון עמק המעיינות,21097,0.667700793,-105,"המרתון המדברי, אילת 2016",21097,0.518642648,-14,22872,0.335186489,Failure
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.34229576,-84,Desert Marathon 2017,21097,0.211604473,-14,15788,0.257571364,Failure
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.494542112,-84,מרוץ אייל 2016,15000,0.451547876,-20,17989,0.233874217,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.38814202,-84,מרוץ אייל 2017,15000,0.475763016,-20,17303,0.212327711,Same
Tel Aviv Marathon,מרוץ הלילה של תל-אביב,10000,0.310410334,-100,מרוץ אייל 2016,15000,0.366018719,-4,15230,0.15540743,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.448695852,-35,מרוץ אייל 2016,15000,0.399136069,-20,17053,0.183877143,Same
Tel Aviv Marathon,"המרתון המדברי, אילת 2016",21097,0.239631336,-98,מרוץ אייל 2016,15000,0.36112311,-6,16483,0.290113693,Failure
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.305871539,-35,מרוץ הלילה של תל-אביב,10000,0.356193009,-16,14458,0.097795312,Same
Tel Aviv Marathon,מרוץ חיפה 2017,21097,0.427894615,-112,מרוץ הלילה של תל-אביב 2017,10000,0.285580173,-3,17471,0.299714102,Failure
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.542345867,-14,חצי מרתון השרון 2017,21097,0.266902715,-91,15628,0.078465536,Same
Tel Aviv Marathon,חצי מרתון השרון 2017,21097,0.4311246,-91,מרוץ הלילה של תל-אביב 2017,10000,0.268494179,-24,15179,0.140591248,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.401126048,-84,מרוץ הלילה של תל-אביב,10000,0.253419453,-16,17353,0.330477539,Failure
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.378949787,-84,מרוץ חיפה 2017,21097,0.392650797,-28,16116,0.172484139,Same
Tiberias Winner Marathon,מרוץ הלילה של תל-אביב,10000,0.344794833,-51,מרוץ אייל 2016,15000,0.472858171,-4,15762,0.109932119,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.236240377,-84,מרוץ אייל 2016,15000,0.374226062,-20,13917,0.086881199,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,21097,0.229576213,-21,מרתון Winner טבריה 2017,10000,0.220678661,-49,15557,0.238638838,Same
Tiberias Winner Marathon,מרוץ הלילה של תל-אביב,10000,0.387727964,-51,בשביל הבנים הדרוזים,10000,0.340193944,-54,16629,0.21459077,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,10000,0.304030972,-49,מרוץ הלילה של תל-אביב,10000,0.266337386,-51,16348,0.294869938,Failure
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.307360862,-104,מרוץ הלילה של תל-אביב 2017,10000,0.209725873,-11,14283,0.166943846,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.379179593,-84,מרוץ הלילה של תל-אביב,10000,0.241831307,-16,15382,0.194867569,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.379179593,-84,מרוץ הלילה של תל-אביב,10000,0.241641337,-16,15382,0.194962554,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.321038722,-35,מרוץ אייל 2016,15000,0.292296616,-20,16034,0.230849572,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.393427554,-84,מרוץ אייל 2017,15000,0.42962298,-20,17469,0.244781333,Same
Tel Aviv Marathon,מרוץ חיפה 2017,21097,0.354055928,-112,חצי מרתון גליל מערבי,21097,0.237635917,-7,14084,0.115224135,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.692278505,-14,מרוץ אייל 2017,15000,0.517773788,-104,17987,0.037628074,Same
Tel Aviv Marathon,Desert Marathon 2017,21097,0.276270623,-98,מרוץ אייל 2017,15000,0.439497307,-6,16768,0.247636574,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.478685511,-84,מרוץ אייל 2017,15000,0.447037702,-20,15273,0.034349145,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.339078479,-35,מרוץ חבר,10000,0.206109899,-56,14758,0.176923053,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.384120418,-84,חצי מרתון חיפה ה-19,21097,0.422228428,-28,14493,0.033470339,Same
Tel Aviv Marathon,חצי מרתון השרון 2016,21097,0.38910061,-77,מרוץ אייל 2016,15000,0.317926566,-27,14903,0.114828121,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.307135471,-84,"המרתון המדברי, אילת 2016",21097,0.230938416,-14,14503,0.168380915,Same
Tiberias Winner Marathon,מרוץ אייל 2016,15000,0.304535637,-55,חצי מרתון חיפה ה-19,21097,0.31904496,-8,14471,0.11793384,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.280018384,-84,מרוץ הלילה של תל-אביב,10000,0.224734043,-16,14393,0.176537586,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.482451148,-14,Desert Marathon 2017,21097,0.281917839,-98,14092,-0.00299077,Seccess
Tiberias Winner Marathon,Desert Marathon 2017,21097,0.073635256,-51,מרוץ אייל 2017,15000,0.191202873,-6,12531,0.168809858,Same
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.2497307,-104,מרוץ הלילה של תל-אביב 2017,10000,0.152835148,-11,13230,0.147916525,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.253730189,-21,"המרתון המדברי, אילת 2016",42195,0.216636434,-98,12506,0.034807161,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.376421923,-35,חצי מרתון חיפה ה-19,10000,0.24945723,-28,19123,0.437612148,Failure
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.552077405,-14,"מרוץ הערבה ע""ש יוני פרידמן",21097,0.337021585,-59,15123,0.004381782,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.566306204,-14,מרתון סמסונג תל-אביב 2018,21097,0.522481503,0,13495,-0.205581624,Seccess
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.318281053,-84,מרוץ אייל 2017,15000,0.344524237,-20,14074,0.078942932,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.342640469,-35,בשביל הבנים הדרוזים,10000,0.278250544,-70,14561,0.125485528,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.289900034,-84,מרוץ הלילה של תל-אביב,10000,0.193768997,-16,15011,0.234856632,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.261174308,-84,מרוץ אייל 2016,15000,0.235565155,-20,15104,0.235511212,Same
Tel Aviv Marathon,Desert Marathon 2017,21097,0.244712656,-98,מרוץ אייל 2017,15000,0.422800718,-6,15134,0.153383789,Same
Tel Aviv Marathon,מרוץ הלילה של תל-אביב,10000,0.267097264,-100,מרוץ אייל 2016,15000,0.417854572,-4,15162,0.145888983,Same
Tel Aviv Marathon,מרוץ הלילה של תל-אביב,10000,0.327887538,-100,מרוץ אייל 2016,15000,0.43412527,-4,17413,0.281382463,Failure
Tel Aviv Marathon,חצי מרתון השרון 2016,21097,0.247332317,-77,מרוץ אייל 2016,15000,0.295608351,-27,13158,0.061966079,Same
Tel Aviv Marathon,מרוץ הלילה של תל-אביב,10000,0.313069909,-100,מרוץ אייל 2016,15000,0.39150468,-4,19308,0.456603313,Failure
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.35769275,-84,מרוץ הלילה של תל-אביב,10000,0.222454407,-16,17877,0.408186955,Failure
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.19958635,-35,מרוץ אייל 2016,15000,0.155219582,-20,12232,0.097907379,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.555856204,-21,"המרתון המדברי, אילת 2016",42195,0.554720567,-98,16999,6.25E-05,Same
Tiberias Winner Marathon,מרוץ הלילה של תל-אביב,10000,0.176671733,-51,מרוץ אייל 2016,15000,0.252411807,-4,14806,0.238285816,Same
Tiberias Winner Marathon,מרוץ הלילה של תל-אביב,10000,0.337765957,-51,מרוץ אייל 2016,15000,0.342980562,-4,14182,0.069419844,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.52262069,-49,חצי מרתון עמק המעיינות,21097,0.325749741,-35,18200,0.299046327,Failure
Tel Aviv Marathon,International Tiberias Winner Marathon 2018,21097,0.431554756,-47,Desert Marathon 2017,21097,0.397851844,-51,18715,0.331873531,Failure
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.299896587,-84,מרוץ אייל 2017,15000,0.382405745,-20,15360,0.162362563,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.334941974,-84,מרוץ אייל 2017,15000,0.32064632,-20,15500,0.185862305,Same
Tiberias Winner Marathon,מרוץ הלילה של תל-אביב,10000,0.338905775,-51,מרוץ אייל 2016,15000,0.322822174,-4,14710,0.115342922,Same
Tel Aviv Marathon,מרוץ הלילה של תל-אביב,10000,0.251519757,-100,מרוץ אייל 2016,15000,0.369474442,-4,17430,0.353206032,Failure
Tel Aviv Marathon,International Tiberias Winner Marathon 2018,21097,0.303257394,-47,מרוץ הלילה של תל-אביב 2017,10000,0.288021029,-68,15232,0.198601171,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.356773526,-84,מרוץ הלילה של תל-אביב,10000,0.225493921,-16,15517,0.224676095,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.423876824,-84,מרוץ אייל 2016,15000,0.388480922,-20,16364,0.175112198,Same
Tiberias Winner Marathon,מרוץ אייל 2016,15000,0.24737221,-55,חצי מרתון אשכול גליל מערבי,21097,0.218568665,-36,13410,0.123581286,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.39250833,-35,מרוץ הלילה של תל-אביב,10000,0.184460486,-16,15535,0.21461904,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,10000,0.361876566,-49,מרוץ הלילה של תל-אביב,10000,0.393617021,-51,17925,0.324224602,Failure
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.264161783,-35,מרוץ אייל 2016,15000,0.237293017,-20,15282,0.234927772,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.433693796,-14,מרוץ אייל 2017,15000,0.28491921,-104,13938,0.009470553,Same
Tel Aviv Marathon,מרוץ שליחים כרמל טרייל יום III,10000,0.526135063,-76,מרוץ אייל 2017,15000,0.496229803,-28,16606,0.082601527,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.2964495,-35,מרוץ חבר,10000,0.179131125,-56,15433,0.258278653,Failure
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.277145812,-35,מרוץ אייל 2016,15000,0.264074874,-20,13875,0.118010347,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.592669195,-84,Desert Marathon 2017,21097,0.504816742,-14,17822,0.133137782,Same
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.498700877,-21,חצי מרתון השרון 2016,21097,0.530678354,-56,16572,0.082681857,Same
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.312746858,-104,מרוץ הלילה של תל-אביב 2017,10000,0.208787082,-11,15499,0.252817033,Failure
Tel Aviv Marathon,"מרוץ הספארי רמת גן ע""ש דוד מלמדוביץ'",10000,0.514120449,-112,מרוץ הלילה של תל-אביב 2017,10000,0.333834022,-3,17978,0.269205406,Failure
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.34585775,-35,מרוץ אייל 2016,15000,0.43700504,-20,15021,0.076223778,Same
Tiberias Winner Marathon,מרוץ הלילה של תל-אביב,10000,0.233852584,-51,בשביל הבנים הדרוזים,15000,0.652986648,-54,15811,0.078718315,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.526025508,-35,מרוץ הלילה של תל-אביב,10000,0.57712766,-16,19172,0.20235445,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,10000,0.350261899,-49,מרוץ הלילה של תל-אביב,10000,0.51424772,-51,17976,0.273659376,Failure
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.343789498,-84,מרוץ אייל 2017,15000,0.439856373,-20,15728,0.138351664,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.331150178,-84,מרוץ אייל 2017,15000,0.43967684,-20,15642,0.138530561,Same
Tel Aviv Marathon,חצי מרתון השרון 2016,21097,0.387195122,-77,מרוץ אייל 2016,15000,0.321958243,-27,15198,0.136571365,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.4466276,-84,מרוץ חיפה 2017,21097,0.308412295,-28,13790,0.012250392,Same
Tel Aviv Marathon,מרוץ חיפה 2017,21097,0.209382944,-112,מרוץ הלילה של תל-אביב 2017,10000,0.116410064,-3,12963,0.166959324,Same
